date,uniquePageviews,Inquiry,source,medium,campaign,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration,Month,Impressions,Clicks
05/10/2018,2,NA,BDN,DISPLAY,FY2018_Umbrella,1,18,2,2,3,2,18,2018-05,,
05/10/2018,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2018-05,,
05/10/2018,3,NA,DBM,DISPLAY,FY2018_Undergrad,3,0,3,3,3,3,0,2018-05,,
05/10/2018,3,NA,FACEBOOK,PAGELINK,FY2018_Individual_Courses,2,20,3,3,4,3,20,2018-05,,
05/10/2018,3,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,0,3,3,3,3,0,2018-05,,
05/10/2018,3,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,10,2,1,3,2,10,2018-05,,
05/10/2018,3,NA,SJ,DISPLAY,FY2018_Umbrella,2,81,3,1,4,3,81,2018-05,,
05/10/2018,4,NA,PORTLAND PRESS,DISPLAY,FY2018_CampusTours,0,65,1,0,4,1,65,2018-05,,
05/10/2018,8,NA,DBM,VIDEO,FY2018_Umbrella,7,1,8,7,9,8,1,2018-05,,
05/10/2018,23,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,22,33,23,15,24,23,33,2018-05,,
05/10/2018,25,NA,DBM,DISPLAY,FY2018_Umbrella,24,0,25,21,26,25,0,2018-05,,
05/10/2018,36,NA,FACEBOOK,PAGELINK,FY2018_Transfer,33,72,35,30,37,35,72,2018-05,,
05/10/2018,68,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,63,58,68,55,73,68,58,2018-05,,
05/10/2018,104,NA,FACEBOOK,PAGELINK,FY2018_Graduate,87,4070,94,73,114,94,4067,2018-05,,
05/10/2018,159,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,143,3603,154,99,172,154,3603,2018-05,,
05/11/2018,1,NA,BDN,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/11/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/11/2018,1,NA,PORTLAND_PHOENIX,DISPLAY,FY2018_Graduate,1,0,1,1,1,1,0,2018-05,,
05/11/2018,2,NA,PORTLAND PRESS,DISPLAY,FY2018_CampusTours,2,0,2,0,2,2,0,2018-05,,
05/11/2018,2,NA,SJ,DISPLAY,FY2018_Umbrella,1,13,2,2,3,2,13,2018-05,,
05/11/2018,5,NA,BDN,DISPLAY,FY2018_Umbrella,5,0,5,5,5,5,0,2018-05,,
05/11/2018,6,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,5,19,6,6,7,6,19,2018-05,,
05/11/2018,7,NA,DBM,VIDEO,FY2018_Umbrella,7,0,7,7,7,7,0,2018-05,,
05/11/2018,8,NA,FACEBOOK,PAGELINK,FY2018_Individual_Courses,8,0,8,7,8,8,0,2018-05,,
05/11/2018,11,NA,DBM,DISPLAY,FY2018_Undergrad,9,17,10,10,11,10,17,2018-05,,
05/11/2018,23,NA,DBM,DISPLAY,FY2018_Umbrella,23,0,23,20,23,23,0,2018-05,,
05/11/2018,33,NA,FACEBOOK,PAGELINK,FY2018_Transfer,30,51,32,24,34,32,51,2018-05,,
05/11/2018,36,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,35,1,36,22,37,36,1,2018-05,,
05/11/2018,48,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,45,1803,48,37,51,48,1803,2018-05,,
05/11/2018,96,NA,FACEBOOK,PAGELINK,FY2018_Graduate,90,579,94,73,98,94,579,2018-05,,
05/11/2018,155,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,139,2782,152,89,168,152,2784,2018-05,,
05/12/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,0,1,1,0,2018-05,,
05/12/2018,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/12/2018,2,NA,FACEBOOK,PAGELINK,fy2018_graduate,2,0,2,2,2,2,0,2018-05,,
05/12/2018,4,NA,SJ,DISPLAY,FY2018_Umbrella,4,0,4,3,4,4,0,2018-05,,
05/12/2018,5,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,5,0,5,3,5,5,0,2018-05,,
05/12/2018,7,NA,BDN,DISPLAY,FY2018_Umbrella,7,0,7,5,7,7,0,2018-05,,
05/12/2018,7,NA,DBM,DISPLAY,FY2018_Undergrad,6,0,7,7,9,7,1,2018-05,,
05/12/2018,7,NA,DBM,VIDEO,FY2018_Umbrella,6,7,7,7,8,7,7,2018-05,,
05/12/2018,8,NA,BDN,VIDEO,FY2018_Umbrella,8,0,8,6,8,8,0,2018-05,,
05/12/2018,8,NA,PORTLAND PRESS,DISPLAY,FY2018_CampusTours,1,1437,2,0,11,2,1436,2018-05,,
05/12/2018,12,NA,FACEBOOK,PAGELINK,FY2018_Individual_Courses,11,132,12,11,16,12,132,2018-05,,
05/12/2018,24,NA,DBM,DISPLAY,FY2018_Umbrella,23,13,24,22,25,24,13,2018-05,,
05/12/2018,29,NA,FACEBOOK,PAGELINK,FY2018_Transfer,25,1873,28,26,33,28,1875,2018-05,,
05/12/2018,39,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,35,213,38,26,42,38,213,2018-05,,
05/12/2018,48,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,42,627,47,41,55,47,627,2018-05,,
05/12/2018,95,NA,FACEBOOK,PAGELINK,FY2018_Graduate,93,2038,95,79,97,95,2038,2018-05,,
05/12/2018,149,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,139,1366,147,92,157,147,1366,2018-05,,
05/13/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/13/2018,2,NA,DBM,VIDEO,FY2018_Umbrella,2,0,2,2,2,2,0,2018-05,,
05/13/2018,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2018-05,,
05/13/2018,2,NA,PORTLAND PRESS,DISPLAY,FY2018_CampusTours,2,0,2,0,2,2,0,2018-05,,
05/13/2018,3,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,0,3,1,3,3,0,2018-05,,
05/13/2018,3,NA,SJ,DISPLAY,FY2018_Umbrella,3,0,3,2,3,3,0,2018-05,,
05/13/2018,5,NA,BDN,VIDEO,FY2018_Umbrella,4,0,5,4,6,5,0,2018-05,,
05/13/2018,7,NA,DBM,DISPLAY,FY2018_Undergrad,5,41,7,6,14,7,41,2018-05,,
05/13/2018,9,NA,BDN,DISPLAY,FY2018_Umbrella,3,363,6,5,15,6,363,2018-05,,
05/13/2018,17,NA,FACEBOOK,PAGELINK,FY2018_Individual_Courses,14,2853,17,13,20,17,2853,2018-05,,
05/13/2018,26,NA,DBM,DISPLAY,FY2018_Umbrella,26,0,26,25,26,26,0,2018-05,,
05/13/2018,30,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,25,175,29,19,38,29,175,2018-05,,
05/13/2018,32,NA,FACEBOOK,PAGELINK,FY2018_Transfer,25,219,28,23,41,28,217,2018-05,,
05/13/2018,64,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,56,1643,62,54,71,62,1643,2018-05,,
05/13/2018,116,NA,FACEBOOK,PAGELINK,FY2018_Graduate,106,285,111,87,119,111,285,2018-05,,
05/13/2018,162,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,157,838,162,102,170,162,838,2018-05,,
05/14/2018,1,NA,BDN,DISPLAY,FY2018_Umbrella,0,38,1,1,2,1,38,2018-05,,
05/14/2018,1,NA,PORTLAND PRESS,DISPLAY,FY2018_CampusTours,1,0,1,0,1,1,0,2018-05,,
05/14/2018,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,0,2,2,0,2018-05,,
05/14/2018,4,NA,DBM,VIDEO,FY2018_Umbrella,4,0,4,4,4,4,0,2018-05,,
05/14/2018,5,NA,SJ,DISPLAY,FY2018_Umbrella,2,39,5,5,8,5,39,2018-05,,
05/14/2018,6,NA,FACEBOOK,PAGELINK,FY2018_Individual_Courses,6,0,6,5,6,6,0,2018-05,,
05/14/2018,10,NA,DBM,DISPLAY,FY2018_Undergrad,10,0,10,9,10,10,0,2018-05,,
05/14/2018,11,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,4,789,5,5,18,5,788,2018-05,,
05/14/2018,22,NA,DBM,DISPLAY,FY2018_Umbrella,22,0,22,21,22,22,0,2018-05,,
05/14/2018,26,NA,BDN,VIDEO,FY2018_Umbrella,17,1196,22,19,33,22,1196,2018-05,,
05/14/2018,27,NA,FACEBOOK,PAGELINK,FY2018_Transfer,26,9,27,23,28,27,9,2018-05,,
05/14/2018,28,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,28,0,28,26,28,28,0,2018-05,,
05/14/2018,58,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,52,343,56,45,60,56,343,2018-05,,
05/14/2018,105,NA,FACEBOOK,PAGELINK,FY2018_Graduate,102,155,105,84,108,105,155,2018-05,,
05/14/2018,135,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,132,32,135,81,139,135,33,2018-05,,
05/15/2018,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,1,1,1,1,0,2018-05,,
05/15/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,0,1,1,1,1,0,2018-05,,
05/15/2018,1,NA,PORTLAND PRESS,DISPLAY,FY2018_CampusTours,1,0,1,0,1,1,0,2018-05,,
05/15/2018,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2018-05,,
05/15/2018,4,NA,BDN,DISPLAY,FY2018_Umbrella,3,278,4,3,6,4,278,2018-05,,
05/15/2018,5,NA,SJ,DISPLAY,FY2018_Umbrella,5,0,5,4,5,5,0,2018-05,,
05/15/2018,6,NA,DBM,VIDEO,FY2018_Umbrella,5,0,6,6,8,6,1,2018-05,,
05/15/2018,9,NA,DBM,DISPLAY,FY2018_Undergrad,5,1000,6,6,13,6,999,2018-05,,
05/15/2018,25,NA,BDN,VIDEO,FY2018_Umbrella,19,34,25,25,31,25,34,2018-05,,
05/15/2018,26,NA,DBM,DISPLAY,FY2018_Umbrella,23,16,25,25,28,25,16,2018-05,,
05/15/2018,27,NA,FACEBOOK,PAGELINK,FY2018_Transfer,22,112,25,21,29,25,112,2018-05,,
05/15/2018,33,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,32,10,33,28,34,33,10,2018-05,,
05/15/2018,61,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,55,2372,61,41,67,61,2372,2018-05,,
05/15/2018,97,NA,FACEBOOK,PAGELINK,FY2018_Graduate,89,1830,93,69,102,93,1829,2018-05,,
05/15/2018,150,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,137,5834,149,90,162,149,5834,2018-05,,
05/16/2018,2,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,181,2,2,3,2,181,2018-05,,
05/16/2018,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,0,154,1,1,4,1,154,2018-05,,
05/16/2018,6,NA,SJ,DISPLAY,FY2018_Umbrella,6,0,6,6,6,6,0,2018-05,,
05/16/2018,7,NA,DBM,VIDEO,FY2018_Umbrella,5,7,7,5,9,7,7,2018-05,,
05/16/2018,11,NA,BDN,VIDEO,FY2018_Umbrella,8,10,11,10,14,11,10,2018-05,,
05/16/2018,14,NA,BDN,DISPLAY,FY2018_Umbrella,10,166,12,6,14,12,166,2018-05,,
05/16/2018,14,NA,DBM,DISPLAY,FY2018_Undergrad,14,0,14,13,14,14,0,2018-05,,
05/16/2018,22,NA,DBM,DISPLAY,FY2018_Umbrella,21,0,22,19,23,22,0,2018-05,,
05/16/2018,27,NA,FACEBOOK,PAGELINK,FY2018_Transfer,26,1560,27,20,28,27,1560,2018-05,,
05/16/2018,34,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,32,80,33,23,34,33,80,2018-05,,
05/16/2018,56,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,51,512,54,43,57,54,512,2018-05,,
05/16/2018,116,NA,FACEBOOK,PAGELINK,FY2018_Graduate,107,3044,113,93,121,113,3043,2018-05,,
05/16/2018,176,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,154,3372,168,109,193,168,3372,2018-05,,
05/17/2018,1,NA,SJ,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/17/2018,2,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2018-05,,
05/17/2018,4,NA,BDN,VIDEO,FY2018_Umbrella,2,12,4,3,6,4,12,2018-05,,
05/17/2018,4,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,23,3,2,4,3,23,2018-05,,
05/17/2018,5,NA,BDN,DISPLAY,FY2018_Umbrella,5,0,5,4,5,5,0,2018-05,,
05/17/2018,7,NA,DBM,VIDEO,FY2018_Umbrella,7,0,7,7,7,7,0,2018-05,,
05/17/2018,8,NA,DBM,DISPLAY,FY2018_Undergrad,8,0,8,7,8,8,0,2018-05,,
05/17/2018,13,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,11,15,12,7,13,12,15,2018-05,,
05/17/2018,14,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,12,1171,14,11,16,14,1171,2018-05,,
05/17/2018,14,NA,FACEBOOK,PAGELINK,FY2018_Transfer,13,56,14,11,15,14,56,2018-05,,
05/17/2018,26,NA,FACEBOOK,PAGELINK,FY2018_Graduate,25,0,26,17,27,26,0,2018-05,,
05/17/2018,29,NA,CENTRAL MAINE,DISPLAY,FY2018_CampusTours,23,92,26,22,30,26,92,2018-05,,
05/17/2018,35,NA,DBM,DISPLAY,FY2018_Umbrella,33,98,35,34,38,35,98,2018-05,,
05/17/2018,47,NA,PORTLAND PRESS,DISPLAY,FY2018_CampusTours,18,3242,25,22,65,25,3242,2018-05,,
05/17/2018,59,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,57,3,58,40,59,58,3,2018-05,,
05/18/2018,1,NA,BDN,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/18/2018,1,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,1,0,1,0,1,1,0,2018-05,,
05/18/2018,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,1,2,2,0,2018-05,,
05/18/2018,2,NA,FACEBOOK,PAGELINK,FY2018_Graduate,2,0,2,0,2,2,0,2018-05,,
05/18/2018,2,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,2,0,2,0,2,2,0,2018-05,,
05/18/2018,3,NA,DBM,DISPLAY,FY2018_Undergrad,3,0,3,3,3,3,0,2018-05,,
05/18/2018,3,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,15,3,3,4,3,15,2018-05,,
05/18/2018,4,NA,FACEBOOK,PAGELINK,FY2018_Transfer,2,16,3,1,4,3,16,2018-05,,
05/18/2018,5,NA,SJ,DISPLAY,FY2018_Umbrella,4,19,5,2,6,5,19,2018-05,,
05/18/2018,8,NA,BDN,DISPLAY,FY2018_Umbrella,6,1093,7,5,12,7,1093,2018-05,,
05/18/2018,12,NA,DBM,VIDEO,FY2018_Umbrella,11,0,12,11,15,12,0,2018-05,,
05/18/2018,22,NA,DBM,DISPLAY,FY2018_Umbrella,21,0,22,22,23,22,0,2018-05,,
05/19/2018,1,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,1,0,1,0,1,1,0,2018-05,,
05/19/2018,1,NA,FACEBOOK,PAGELINK,FY2018_Graduate,1,0,1,0,1,1,0,2018-05,,
05/19/2018,1,NA,FACEBOOK,PAGELINK,FY2018_Transfer,1,0,1,0,1,1,0,2018-05,,
05/19/2018,2,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,2,0,2,1,2,2,0,2018-05,,
05/19/2018,2,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2018-05,,
05/19/2018,5,NA,SJ,DISPLAY,FY2018_Umbrella,5,0,5,3,5,5,0,2018-05,,
05/19/2018,6,NA,BDN,DISPLAY,FY2018_Umbrella,6,0,6,5,6,6,0,2018-05,,
05/19/2018,6,NA,BDN,VIDEO,FY2018_Umbrella,5,0,6,6,7,6,0,2018-05,,
05/19/2018,6,NA,DBM,VIDEO,FY2018_Umbrella,6,0,6,6,6,6,0,2018-05,,
05/19/2018,9,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,4,662,5,5,17,5,660,2018-05,,
05/19/2018,13,NA,DBM,DISPLAY,FY2018_Undergrad,11,0,13,12,17,13,1,2018-05,,
05/19/2018,26,NA,DBM,DISPLAY,FY2018_Umbrella,23,39,25,23,28,25,39,2018-05,,
05/20/2018,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,0,1,1,0,2018-05,,
05/20/2018,1,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,1,0,1,0,1,1,0,2018-05,,
05/20/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,0,1,1,1,1,0,2018-05,,
05/20/2018,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/20/2018,3,NA,DBM,VIDEO,FY2018_Umbrella,2,14,3,2,4,3,14,2018-05,,
05/20/2018,3,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,3,0,3,0,3,3,0,2018-05,,
05/20/2018,4,NA,BDN,VIDEO,FY2018_Umbrella,4,0,4,4,4,4,0,2018-05,,
05/20/2018,6,NA,DBM,DISPLAY,FY2018_Undergrad,6,0,6,4,6,6,0,2018-05,,
05/20/2018,10,NA,BDN,DISPLAY,FY2018_Umbrella,10,0,10,8,10,10,0,2018-05,,
05/20/2018,11,NA,SJ,DISPLAY,FY2018_Umbrella,9,101,11,8,13,11,101,2018-05,,
05/20/2018,33,NA,DBM,DISPLAY,FY2018_Umbrella,31,24,33,31,39,33,24,2018-05,,
05/21/2018,3,NA,BDN,VIDEO,FY2018_Umbrella,2,16,3,3,4,3,16,2018-05,,
05/21/2018,4,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,4,0,4,4,4,4,0,2018-05,,
05/21/2018,4,NA,PANDORA,DISPLAY,FY2018_Umbrella,0,51,2,2,5,2,51,2018-05,,
05/21/2018,5,NA,SJ,DISPLAY,FY2018_Umbrella,3,384,5,5,7,5,384,2018-05,,
05/21/2018,6,NA,DBM,DISPLAY,FY2018_Undergrad,6,0,6,6,6,6,0,2018-05,,
05/21/2018,7,NA,BDN,DISPLAY,FY2018_Umbrella,7,0,7,5,7,7,0,2018-05,,
05/21/2018,8,NA,DBM,VIDEO,FY2018_Umbrella,7,3,8,5,9,8,3,2018-05,,
05/21/2018,21,NA,FACEBOOK,PAGELINK,FY2018_Transfer,20,81,21,18,22,21,81,2018-05,,
05/21/2018,32,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,32,0,32,25,32,32,0,2018-05,,
05/21/2018,36,NA,DBM,DISPLAY,FY2018_Umbrella,34,1,36,34,38,36,1,2018-05,,
05/21/2018,44,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,39,445,43,34,53,43,446,2018-05,,
05/21/2018,109,NA,FACEBOOK,PAGELINK,FY2018_Graduate,109,0,109,98,109,109,0,2018-05,,
05/21/2018,149,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,138,947,145,95,156,145,947,2018-05,,
05/22/2018,1,NA,BDN,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/22/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/22/2018,1,NA,PANDORA,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/22/2018,2,NA,SJ,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2018-05,,
05/22/2018,3,NA,DBM,VIDEO,FY2018_Umbrella,3,0,3,3,3,3,0,2018-05,,
05/22/2018,6,NA,BDN,DISPLAY,FY2018_Umbrella,6,0,6,5,6,6,0,2018-05,,
05/22/2018,10,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,8,133,9,8,11,9,133,2018-05,,
05/22/2018,13,NA,DBM,DISPLAY,FY2018_Undergrad,13,0,13,13,13,13,0,2018-05,,
05/22/2018,26,NA,DBM,DISPLAY,FY2018_Umbrella,24,138,25,24,26,25,138,2018-05,,
05/22/2018,34,NA,FACEBOOK,PAGELINK,FY2018_Transfer,22,1282,26,21,43,26,1281,2018-05,,
05/22/2018,47,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,46,504,47,38,48,47,504,2018-05,,
05/22/2018,53,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,51,11,52,38,53,52,11,2018-05,,
05/22/2018,107,NA,FACEBOOK,PAGELINK,FY2018_Graduate,96,505,102,77,123,102,505,2018-05,,
05/22/2018,208,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,186,1560,202,140,223,202,1561,2018-05,,
05/23/2018,2,NA,FACEBOOK,PAGELINK,fy2018_transfer,2,0,2,2,2,2,0,2018-05,,
05/23/2018,4,NA,PANDORA,DISPLAY,FY2018_Umbrella,2,475,3,3,6,3,475,2018-05,,
05/23/2018,5,NA,DBM,VIDEO,FY2018_Umbrella,4,13,5,5,6,5,13,2018-05,,
05/23/2018,5,NA,SJ,DISPLAY,FY2018_Umbrella,5,0,5,5,5,5,0,2018-05,,
05/23/2018,6,NA,BDN,DISPLAY,FY2018_Umbrella,5,115,6,6,8,6,115,2018-05,,
05/23/2018,6,NA,FACEBOOK,PAGELINK,FY2018_Stonecoast,6,0,6,6,6,6,0,2018-05,,
05/23/2018,6,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,5,12,6,6,7,6,12,2018-05,,
05/23/2018,8,NA,DBM,DISPLAY,FY2018_Undergrad,8,0,8,7,8,8,0,2018-05,,
05/23/2018,10,NA,BDN,VIDEO,FY2018_Umbrella,10,0,10,9,10,10,0,2018-05,,
05/23/2018,24,NA,FACEBOOK,PAGELINK,FY2018_Transfer,23,0,24,17,25,24,0,2018-05,,
05/23/2018,26,NA,DBM,DISPLAY,FY2018_Umbrella,18,530,22,21,28,22,530,2018-05,,
05/23/2018,39,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,29,411,34,22,43,34,411,2018-05,,
05/23/2018,62,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,54,2106,60,46,68,60,2105,2018-05,,
05/23/2018,154,NA,FACEBOOK,PAGELINK,FY2018_Graduate,140,1023,148,121,183,148,1022,2018-05,,
05/23/2018,229,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,209,482,220,153,244,220,483,2018-05,,
05/24/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,0,1,1,1,1,0,2018-05,,
05/24/2018,1,NA,PORTLAND_PHOENIX,DISPLAY,FY2018_Graduate,1,0,1,1,1,1,0,2018-05,,
05/24/2018,2,NA,FACEBOOK,PAGELINK,fy2018_stonecoast,2,0,2,2,2,2,0,2018-05,,
05/24/2018,2,NA,SJ,DISPLAY,FY2018_Umbrella,2,0,2,2,2,2,0,2018-05,,
05/24/2018,5,NA,BDN,VIDEO,FY2018_Umbrella,4,19,5,5,6,5,19,2018-05,,
05/24/2018,5,NA,DBM,DISPLAY,FY2018_Undergrad,5,0,5,5,5,5,0,2018-05,,
05/24/2018,5,NA,DBM,VIDEO,FY2018_Umbrella,5,0,5,4,5,5,0,2018-05,,
05/24/2018,6,NA,BDN,DISPLAY,FY2018_Umbrella,1,392,4,4,7,4,392,2018-05,,
05/24/2018,25,NA,DBM,DISPLAY,FY2018_Umbrella,25,0,25,24,25,25,0,2018-05,,
05/24/2018,28,NA,FACEBOOK,PAGELINK,FY2018_Transfer,24,342,28,23,32,28,342,2018-05,,
05/24/2018,30,NA,FACEBOOK,PAGELINK,FY2018_Stonecoast,28,11,30,29,33,30,12,2018-05,,
05/24/2018,51,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,45,179,49,35,54,49,179,2018-05,,
05/24/2018,59,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,56,1397,59,43,62,59,1397,2018-05,,
05/24/2018,128,NA,FACEBOOK,PAGELINK,FY2018_Graduate,115,916,123,94,143,123,918,2018-05,,
05/24/2018,219,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,210,2991,217,151,227,217,2991,2018-05,,
05/25/2018,1,NA,BDN,VIDEO,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/25/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/25/2018,1,NA,SJ,DISPLAY,FY2018_Umbrella,1,0,1,0,1,1,0,2018-05,,
05/25/2018,2,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,2,2,2,3,2,2,2018-05,,
05/25/2018,4,NA,DBM,VIDEO,FY2018_Umbrella,4,0,4,4,4,4,0,2018-05,,
05/25/2018,6,NA,DBM,DISPLAY,FY2018_Undergrad,6,0,6,6,6,6,0,2018-05,,
05/25/2018,13,NA,BDN,DISPLAY,FY2018_Umbrella,11,44,12,9,13,12,44,2018-05,,
05/25/2018,21,NA,DBM,DISPLAY,FY2018_Umbrella,20,79,21,20,22,21,79,2018-05,,
05/25/2018,33,NA,FACEBOOK,PAGELINK,FY2018_Transfer,30,116,32,25,35,32,117,2018-05,,
05/25/2018,39,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,35,3164,39,28,45,39,3164,2018-05,,
05/25/2018,41,NA,FACEBOOK,PAGELINK,FY2018_Degree_Completion,41,0,41,27,41,41,0,2018-05,,
05/25/2018,55,NA,FACEBOOK,PAGELINK,FY2018_Stonecoast,48,1178,54,42,62,54,1179,2018-05,,
05/25/2018,131,NA,FACEBOOK,PAGELINK,FY2018_Graduate,116,1554,126,101,139,126,1554,2018-05,,
05/25/2018,216,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,182,8003,203,130,248,203,8003,2018-05,,
05/26/2018,1,NA,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,0,1,1,1,1,0,2018-05,,
05/26/2018,1,NA,MULTIVIEW,DISPLAY,FY2017_Umbrella,1,0,1,1,1,1,0,2018-05,,
05/26/2018,3,NA,CENTRO,DISPLAY,FY2014_Undergrad,0,36,1,0,4,1,36,2018-05,,
05/26/2018,3,NA,DBM,VIDEO,FY2018_Umbrella,2,7,3,2,5,3,7,2018-05,,
05/26/2018,3,NA,SJ,DISPLAY,FY2018_Umbrella,3,0,3,3,3,3,0,2018-05,,
05/26/2018,4,NA,BDN,VIDEO,FY2018_Umbrella,4,0,4,4,4,4,0,2018-05,,
05/26/2018,8,NA,BDN,DISPLAY,FY2018_Umbrella,8,0,8,5,8,8,0,2018-05,,
05/26/2018,8,NA,DBM,DISPLAY,FY2018_Undergrad,4,1159,6,5,16,6,1159,2018-05,,
05/26/2018,11,GR - Thank You,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05,,
05/26/2018,28,NA,DBM,DISPLAY,FY2018_Umbrella,27,65,28,26,29,28,65,2018-05,,
05/26/2018,39,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,36,1714,38,31,42,38,1713,2018-05,,
05/26/2018,39,NA,FACEBOOK,PAGELINK,FY2018_Transfer,36,1460,39,30,42,39,1460,2018-05,,
05/26/2018,50,NA,FACEBOOK,PAGELINK,FY2018_Stonecoast,44,1077,48,42,55,48,1077,2018-05,,
